"species","bcr","n_subbasins","obs_total","obs_total_sd","counterfactual_total","counterfactual_total_sd","pct_change_footprint","pct_change_footprint_sd","pct_change_subbasin","pct_change_subbasin_sd","pct_change_bcr","pct_change_bcr_sd"
"CAWA","can14",15,627887.251311943,9411.86789757642,763352.433845648,38087.8593200687,30.2036452309564,6.66966646434829,15.7589752484838,16.2920648804438,21.5747623877784,6.33386348541487
